mean_lambda,std_lambda
0.26256810201206193,0.29982430008648336
0.3470502566338788,0.2939011442458639
0.357003543737353,0.2689435082394779
0.36138304671111776,0.2541009975834703
0.3594942280302901,0.24452653961516577
0.36816994871887226,0.2349923496017298
0.3668507770407763,0.2307526127340339
0.3569988421119761,0.23140891024997812
0.3542211427464814,0.24659015961271813
0.35219227986926344,0.2333100671230142
0.3532879738700121,0.23823580656860563
0.33672119152638236,0.22849726758965602
0.34177717731625595,0.2331624252727045
0.33573177477772626,0.22572432245583013
0.34254585464201714,0.2343632120284185
0.3373018316341319,0.22488479183794427
0.3281324465363484,0.23022777240947737
0.3258707920348404,0.23090992668984225
0.33038476595637767,0.23386185944992674
0.3271311999310436,0.23045463863695986
0.329851720811508,0.22616071391634618
0.32737775055063406,0.22678929307081078
0.3274359330262201,0.23304186496138374
0.3184388384086525,0.23688421442876206
0.3165576289587319,0.2351023048052535
0.3392549899908354,0.23510000380167959
0.3366815106954696,0.2263959323074972
0.3261435166592513,0.23159974521826215
0.33264169131115745,0.23329585873639583
0.34430250705806825,0.23732034296312882
0.33453990388635335,0.23710513560331686
0.3334886833843148,0.23036374583524669
0.32627850542330816,0.23505554003640444
0.3390671159572837,0.23181840939366596
0.3254226235186911,0.22038743437180486
0.33315392185962783,0.23617556249626023
0.333872988305994,0.2337493973363184
0.3322541181797412,0.23073793077968424
0.329587950059358,0.23432507733370458
0.32879762839991217,0.23173795542045564
0.3160166253845936,0.23780114328724225
0.3225839943615947,0.22739502113016993
0.328734162660897,0.2401210945386109
0.3152024250730575,0.24661652203917114
0.3208479982625518,0.23422453149245467
0.33310779740571256,0.2424330412631923
0.32771640088364995,0.24975172335830265
0.3259252201007643,0.22607796884030001
0.3276512909265371,0.24300554622275553
0.3179567244071871,0.23017825994565735
0.34355214079709034,0.23308657922364698
0.3310333712717666,0.23881823131464366
0.3146356166007664,0.23176973925354463
0.31517164421459903,0.23879053530109562
0.3256675492420377,0.23707435257304915
0.31433449636418986,0.2326980627683057
0.3248199273921167,0.23293969329002262
0.32673914144500504,0.23527871970476133
0.32482302235606597,0.23499560511988235
0.33269378608141825,0.23230196969589334
0.3234107201904273,0.23365321196781777
0.32255141980005203,0.23823852325459113
0.31963486509302963,0.23763764005387922
0.3349302912686295,0.23562223376285193
0.3170110998219918,0.2354894191948761
0.3230728927299541,0.24287799293812704
0.3170833029128028,0.2382208074490725
0.3242211383614982,0.23272521211001196
0.321064135904108,0.23386104322521836
0.31285918012728015,0.23960869423589223
0.3284725363841212,0.23579853264507566
0.3110210073886552,0.23475184947957134
0.3236782744478743,0.22516205228298375
0.32584190743296054,0.23614564333441349
0.3152738802838485,0.23072110875800805
0.3171813660279635,0.23078977466109707
0.31872330121855863,0.2283236031549749
0.3378179608411329,0.22391147751204926
0.33488440873440056,0.22688451134061832
0.32309608464365414,0.24722027069333544
0.3261317757634539,0.22180383334318862
0.3242518178810073,0.2370360985860741
0.32564689333952124,0.22737963574399717
0.3292538521647643,0.2367728345068155
0.32651443387890633,0.2345591773497053
0.32558358798398135,0.23587369745923517
0.3194441851275378,0.24300853634745598
0.31759934805527895,0.2265168444288981
0.33010232510768756,0.22468139286870695
0.3207381394389463,0.24944063702740565
0.31886480396237643,0.23069049665494035
0.32590449995929327,0.23947255236921616
0.331927075922138,0.2234609525212364
0.33598676091119484,0.23933204476583417
0.3292471850226054,0.22631835058541802
0.3197786980018331,0.23499380058240824
0.33125630572270576,0.23179768464193054
0.3231576227165189,0.23050487436564554
0.33251903276893185,0.23318627739824907
0.31837255919470836,0.2271898962052674
0.3395905947787239,0.22748551863647595
0.3340208475491869,0.23759920650639574
0.322487258632281,0.2333667307720669
0.3190853095696033,0.2366628242731918
0.3236087950058723,0.2346072140752818
0.3306416709259778,0.23679777414988865
0.3278845435524921,0.23034876257512282
0.334195605342975,0.23480846824950574
0.33769674154500634,0.23198971705854338
0.3385413088838276,0.2205656174881022
0.343896402733706,0.22379604270572248
0.32959968239594006,0.21728767247923322
0.33830757885230794,0.22493025302279332
0.3406343906034544,0.2363163036692953
0.332957582970884,0.22670814009507323
0.3342869101295072,0.22158944191022067
0.334182572361192,0.22801137726312537
0.33462894897904316,0.2287534020291355
0.3235475143832918,0.22465163842575747
0.32649427572961837,0.22262000908729665
0.3403155504730338,0.2308098141087923
0.3373835408316066,0.2307215657717756
0.3322243758576884,0.23077920144473285
0.32977101686228005,0.22879506236660657
0.33037235252713676,0.23257437221165458
0.32524877067164554,0.2331652987917608
0.3274149086172673,0.2403484877925367
0.33887937379236016,0.23101117227236828
0.3398071384908779,0.23814936644697535
0.33671244632756764,0.23309550080839822
0.3272011809792217,0.23263539122101765
0.333229855383781,0.22451083430341948
0.32187306384469627,0.23525698561586433
0.3254679875326263,0.2264544055842506
0.3312394767347781,0.2385902166233132
0.3394457567611863,0.23490002627620946
0.3289883780576848,0.24186107986612054
0.3275774317456943,0.23369155951635545
0.33491056752080794,0.2361889439471951
0.3297518607753847,0.23902573363471533
0.31609983365555383,0.23203597759893152
0.32681721259470364,0.23271732023948646
0.3291918176109899,0.23840694472754617
0.3336010374350488,0.23574974019879363
0.33339151984029564,0.23317188225374402
0.33725871913403227,0.22802290810794165
0.3506572206456292,0.23622560108982463
0.3252224811190068,0.23380570321632776
0.327861603615622,0.23691258793462122
0.3346152034095702,0.2344988156186282
0.33955549081664577,0.23310418526701268
0.33516985042113273,0.22992585659465894
0.326971615309543,0.23544001653177615
0.32865312277085296,0.2285828899483039
0.3239976120959111,0.23012280711313932
0.317016819970276,0.23051083216100401
0.3297300486582881,0.22613331628827527
0.3227725798973136,0.22124783897910807
0.3409473365174112,0.22747714283832735
0.3256772970326296,0.22689121781005325
0.3271920773562679,0.22321988704057197
0.3262776414103485,0.23076840276862093
0.3199859165545462,0.23613668836874488
0.32788310343008087,0.22692040892487234
0.3241472082273359,0.23617793151383723
0.3167879732940588,0.2160723217381055
0.3232175162328572,0.23931709002011592
0.33645629845655634,0.2339532903640874
0.3297833787182984,0.2371014184940013
0.3195535544956697,0.23117222144823268
0.31812859983134745,0.22737334353909527
0.31956406064716175,0.23067745318014418
0.3191139554140726,0.23565334690944328
0.31884674613894864,0.2303009695797253
0.3286035324084073,0.23525187051784885
0.3272139889582696,0.23231224921648388
0.3287803884361018,0.23072192364480565
0.35458644143110774,0.2199612701486724
0.32637884761926395,0.2349220874294417
0.32078266013021034,0.2318156134058395
0.32599353789693125,0.23387663635824008
0.3292689566937543,0.23525817931046103
0.3250161662359631,0.2339801022690582
0.3202902412722766,0.23764898040834265
0.30800245099214296,0.2360592941640701
0.3255833411776944,0.22930659991099664
0.3286391799461197,0.22263734594947776
0.332303073929186,0.23030933837257145
0.336054843112168,0.22818865122737086
0.33399746574906647,0.23334445802705875
0.3416904167689704,0.2324070799768453
0.3251787615484175,0.23924340386314716
0.3160360030715509,0.24288017159756345
0.32968482895659107,0.23329624138822577
0.3216558547895777,0.230944238921694
0.32575365255660504,0.2389117902293345
0.32736431635775903,0.23512005016316073
0.3256591253885449,0.23637954971311342
0.32679334637594765,0.236199087857171
0.3326143943300063,0.23902290923452424
0.33488847677265376,0.23458255037452755
0.3291879797332773,0.22872358791133923
0.3249148724287189,0.22803004072920188
0.3307077694403464,0.23362545196084422
0.3324767843378668,0.23686831289860844
0.3387389747608091,0.2269101658308101
0.33109015691966864,0.24339217014771025
0.3306647934798047,0.22888665096976346
0.3375432051182651,0.2276024514584693
0.3317748670529671,0.23628349943710328
0.33016010287218384,0.23270596703647936
0.3334683014490426,0.233704882671142
0.3279821932215852,0.22463447064510278
0.33344558347993947,0.2237842793565089
0.3247547397101675,0.22773675719593528
0.3396301454783875,0.23691551081488135
0.3294880650677278,0.22657202266425128
0.32788981625611224,0.229344714448133
0.3208972654436368,0.2286342704912409
0.336197075373931,0.23162061199158265
0.33596852401694083,0.2320097148859659
0.33433866258472583,0.22981991181234715
0.3259619542675678,0.23703161218447458
0.33393113239477856,0.23884433035581107
0.33026806993332786,0.22759790035572547
0.32715877746208455,0.23443960501951708
0.3281550395525479,0.22864891258529108
0.3240361496459148,0.23572160158644517
0.33591378422963936,0.23614213374081391
0.33482460883956455,0.22906409010007983
0.3268669882087499,0.23267276506485893
0.3281350000334098,0.22701023422680353
0.3248261279757035,0.23063408829616425
0.329221873300798,0.22824226197534356
0.31971177310201127,0.23132937339565968
0.32910883590996054,0.22501043187814998
0.3233593444811713,0.2313663223446023
0.3162742063466252,0.24178754178307887
0.34081563478690335,0.23034497035792903
0.316256227852167,0.24297562626170313
0.32861878513202186,0.2313276819852204
0.33051712840214176,0.23856153454670698
0.31987287248871027,0.23023443102249033
0.3093926210329525,0.24798574213983135
0.31527184840778777,0.23738573387207884
0.322624605037446,0.23272368367660606
0.3042483771235032,0.23036980673636345
0.31456565119343843,0.23579436045191451
0.3238594093750265,0.23786558250812082
0.31732480454755924,0.23071269906037808
0.31264405323385486,0.24913076271020526
0.30733031789264403,0.23792988409489474
0.31451581900340614,0.23420122267938967
0.30998270256622823,0.23771806384138308
0.32417324295561345,0.24303894120681502
0.32629716240483647,0.23926285508842324
0.3219016663745392,0.24219428194274323
0.3242318173182899,0.23429846395961207
0.319034168901626,0.2349848711301877
0.3270892915835413,0.2368023262980709
0.32016269398660335,0.2390098062919365
0.31546328711885735,0.23398810771456302
0.3187864906371486,0.23378617291776788
0.3068002924985866,0.2370430434678368
0.3150917299789256,0.23384592241651633
0.3139409605822564,0.2327638672038901
0.3220267197944812,0.234901236422933
0.3269216511343698,0.2381349620786592
0.31563386911354546,0.24610454994828135
0.32179360907249094,0.2364764478656712
0.3191574292114149,0.2328413793729269
0.3234253931879526,0.23653351786713148
0.3249015486126957,0.2370385148484774
0.3192988336124374,0.23234701538539085
0.324559088355776,0.23347794840183256
0.3235429369975711,0.23357983538284066
0.32832750055102156,0.23590767683240654
0.32274837347058843,0.23070001792287892
