aval,lambda,lambda_sem
0.6,-0.6091428593253682,0.013024599817722263
0.61,-0.5790148645886609,0.013761956079401411
0.62,-0.5514262618305588,0.015139963410356842
0.63,-0.5316128258893233,0.015308046288673108
0.64,-0.4772695884176346,0.015369771950441754
0.65,-0.4075035575070244,0.020569265281360986
0.66,-0.3773155253888399,0.025715536534680453
0.67,-0.2919977662958712,0.03353105521032368
0.68,-0.23415875044750414,0.04650817799337636
0.69,-0.1258149689683899,0.039564482394093714
0.7,0.008758918459946065,0.04223264412234858
0.71,0.11612492619979813,0.03987165793413675
0.72,0.21883521918968626,0.037754712428506046
0.73,0.29364051219149445,0.03550659280225415
0.74,0.3374225969974287,0.026329268921326133
0.75,0.3592664875755391,0.022267269255403257
0.76,0.43586070622211565,0.02957610289395917
0.77,0.4402079214994758,0.021220265522794872
0.78,0.4659575869635535,0.022845547421608586
0.79,0.4745505693502339,0.01836682165447345
0.8,0.5039778557308083,0.013520489070470569
