aval,lambda,lambda_sem
0.6,-0.5073245759215311,0.0006319785179762118
0.62,-0.4738309384099151,0.0005569000004464934
0.64,-0.440459702966514,0.0006450646875674979
0.6599999999999999,-0.41107341592491076,0.000575951645395159
0.6799999999999999,-0.3790896509745884,0.0006120100916402436
0.7,-0.3502102004686645,0.0007855122517231068
0.72,-0.25556767621811244,0.015530034893847694
0.74,0.11680140529163047,0.02426361307078998
0.76,0.35346581813180905,0.003572391081225991
0.78,0.3856956465983943,0.0021895360773889093
0.8,0.40298366169166855,0.001948912881674858
0.82,0.41331398601997266,0.0016146857474646785
0.84,0.4245849066400009,0.0015777627165112589
0.86,0.43270315289505734,0.00154598318629064
0.88,0.4379174473327208,0.0014232517071416757
0.8999999999999999,0.4405232068677413,0.0014876429477494236
0.9199999999999999,0.4424747355438841,0.00141619849442164
0.94,0.4441690734875593,0.0015427028329160156
0.96,0.4419840314406824,0.0011993321483297077
0.98,0.4470421169634469,0.0016120751420949319
1.0,0.4457514853204886,0.0016362657621996335
