aval,lambda,lambda_sem
0.6,-0.3168029524505319,9.020726418522087e-6
0.62,-0.2829964040736548,9.662297232819287e-6
0.64,-0.2502616444423187,8.400589268357341e-6
0.66,-0.21855052350288298,1.2428383161119668e-5
0.68,-0.18776792917440074,1.0919214739511753e-5
0.7,-0.15788935739959686,1.2433047443432994e-5
0.72,-0.1288554903680796,1.1176942796481716e-5
0.74,-0.10058209579660464,1.0784486720110979e-5
0.76,-0.07311998099112849,1.3241593120319095e-5
0.78,-0.04638031539638047,1.6734333494921802e-5
0.8,-0.020318888781440093,1.615583383391432e-5
0.82,0.028066299199956585,0.0015653618409404446
0.84,0.05464066353320956,0.0018870554094716394
0.86,0.08990767310623991,0.0017326053698187515
0.88,0.09937881988302513,0.0016174804846411422
0.9,0.10662240018108103,0.001648028216248215
0.92,0.1259485664362649,0.0018228381215565157
0.94,0.14207307027338886,0.0019507142573920895
0.96,0.10309344207524204,0.0012732714524391754
0.98,0.06965099356153197,0.0006669245626643677
1.0,0.05843979144920624,0.0005232214142075793
