aval,lambda,lambda_sem
0.3,-1.013560291054013,8.647114505710652e-7
0.32,-0.9481286494876159,2.298417398564286e-6
0.34,-0.8866592153436216,1.5852605664217652e-6
0.36,-0.8287087833054143,2.649594869043451e-6
0.38,-0.7738861604668531,1.3503053040314836e-6
0.4,-0.7218804010016745,9.154704945424288e-7
0.42,-0.6724165426139466,2.6166932108935905e-6
0.44,-0.6252485736184434,2.2081070422641167e-6
0.46,-0.580177554079848,1.8698824479194056e-6
0.48,-0.5370276395801484,1.4539936210816123e-6
0.5,-0.49564158135340913,5.059298838522797e-6
0.52,-0.4558731390811501,2.0084686598608945e-6
0.54,-0.41760675481564863,9.562781142876546e-7
0.56,-0.38073394413577294,1.7396986092563545e-6
0.58,-0.345164409917293,7.77545749503533e-6
0.6,-0.3107835743945957,1.8412964326344387e-6
0.62,-0.2775449108291233,3.435720173144988e-6
0.64,-0.24535360863638017,3.291966240785854e-6
0.66,-0.21415764329983217,4.948051809566744e-6
0.68,-0.18388737952313655,4.368410164702261e-6
0.7,-0.154510850731902,1.272873550505658e-5
0.72,-0.12595074111218732,7.221670854413913e-6
0.74,-0.09817859715310134,1.3340649328347768e-5
0.76,-0.07120699676277328,7.359050743207722e-5
0.78,-0.04484956354468716,3.590843665074025e-5
0.8,-0.01927936934789364,8.67453823369991e-5
0.82,0.031814335486183606,0.009481203130822615
0.84,0.038609086362119585,0.010274773472824912
0.86,0.08091909660771081,0.009926736683431994
0.88,0.10331500766073334,0.006388936456069113
0.9,0.11014395186307646,0.004450963956095669
0.92,0.09774984021648565,0.008081093169321141
0.94,0.10086849227827455,0.004651566960801709
0.96,0.14523205131425115,0.014002277679527523
0.98,0.10559879568222216,0.0067681401011808395
1.0,0.0574823950061248,0.001638023522764908
