aval,lambda,lambda_sem
0.6,-0.0920984350488197,0.006978002452729292
0.62,0.12398581778046233,0.005720264479782736
0.64,0.3202475716527544,0.0017425122695830999
0.66,0.3625684453658805,0.0014958787131219941
0.68,0.3888201819372572,0.0013510066573226092
0.7,0.4085582009931729,0.0013203945351402116
0.72,0.42269364688515415,0.0011865822280179238
0.74,0.43544572371301754,0.0012384574440502509
0.76,0.44406596673300086,0.001283397206236817
0.78,0.4522210523404879,0.0011846233287679075
0.8,0.4611177573318229,0.001234543572482981
0.82,0.46651779823375883,0.0013100948875987087
0.84,0.4697714446116642,0.001318775052751468
0.86,0.464107529819188,0.0014486461199606313
0.88,0.4373453448658131,0.0016730639581812772
0.9,0.3724187474236093,0.0021171560739459195
0.92,0.2646547065004138,0.002414602224348901
0.94,0.15207522862981596,0.001732117969521326
0.96,0.08690759118326384,0.0008698541664606761
0.98,0.06399880735210389,0.0005532448131486615
1.0,0.05872684839567729,0.0005297641461471537
