a_val,lambda_L=32,SEM_L=32,lambda_L=64,SEM_L=64
0.5,-0.8105298774199495,0.01293603546777524,-0.7454989897445475,0.006614059868569555
0.7,-0.014685593815154765,0.04574741270461087,-0.2727636860114144,0.0240163097975635
0.8,0.46291268219513865,0.016346498921442958,0.4444332569174127,0.011791746407376147
