a,observations
0.74,0.003968884299198586
0.72,0.004039824710576624
0.7625,0.2799796263023884
0.76,0.29241616333732784
0.78,0.007680452897378121
0.7525,0.004296276252885535
0.8,0.0060590883775884655
0.765,0.22099937512726942
0.7575,0.1899713236826851
0.7675,0.14593354642226564
0.77,0.09064948065553483
0.73,0.004008354330435714
0.755,0.05022758796901408
0.79,0.00663487363883591
0.75,0.004241763231496132
