a,observations
0.74,0.17294516747707026
0.72,0.039619054133712424
0.7625,0.2889621539096904
0.76,0.29185067819243427
0.78,0.15979044530821254
0.7525,0.28299191684057684
0.8,0.0712487119661663
0.765,0.27412410654197017
0.7575,0.29143043906396904
0.7675,0.25615275692475936
0.77,0.26021567423170366
0.73,0.0933557667795458
0.755,0.2906348171478509
0.79,0.09953304754203647
0.75,0.26862396456780846
