a,observations
0.74,0.06854854945666532
0.72,0.010646218051374159
0.7625,0.2880807063971252
0.76,0.2930776976295236
0.78,0.12297968588826318
0.7525,0.24004144623594462
0.8,0.02118785109967782
0.765,0.2660283124892601
0.7575,0.2869095402220524
0.7675,0.25210258252341733
0.77,0.22575213749186582
0.73,0.011072240033131064
0.755,0.2724575476640902
0.79,0.0631969610312092
0.75,0.20235155453234982
