a,observations
0.74,0.01236171148296975
0.72,0.012106818289767968
0.7625,0.2931395083093241
0.76,0.29302633856192206
0.78,0.08543098660125834
0.7525,0.16560081556910003
0.8,0.021728686688817566
0.765,0.2638117090466682
0.7575,0.2730528001619271
0.7675,0.2431556097603218
0.77,0.19525482143516454
0.73,0.01253800773538386
0.755,0.2256105541481483
0.79,0.040166848513011985
0.75,0.08628205732356985
