t_step,value
1344,0.2744976670774625
1345,0.2804594637864284
1346,0.2845643137031294
1347,0.29234757859905536
1348,0.2777515362790589
1349,0.29031634221052005
1350,0.2834699613784627
1351,0.28567264393429137
1352,0.2922431337721389
1353,0.2840792123208681
1354,0.2880604959530387
1355,0.27913979801132727
1356,0.2904965692272528
1357,0.27065159016658447
1358,0.2962022599620404
1359,0.2818031290169399
1360,0.27728660670017513
1361,0.28574124498641684
1362,0.2860642126079744
1363,0.27884819396975125
1364,0.2838473457600657
1365,0.28497752123849796
1366,0.28055856559546993
1367,0.29135895397386635
1368,0.2832669044673072
1369,0.27694479401762495
1370,0.28707968844875675
1371,0.2775027740388847
1372,0.28069124960360387
1373,0.28319141616337606
1374,0.28786522228242206
1375,0.2838158652173913
1376,0.2873432126433684
1377,0.2898528037487832
1378,0.28312266130364977
1379,0.28039611601869907
1380,0.2807710912858256
1381,0.2849868342951724
1382,0.27928536529987613
1383,0.2884084304238383
1384,0.2841940156545935
1385,0.2915061173945316
1386,0.2883120971571851
1387,0.2767864797104221
1388,0.2934593637840483
1389,0.2778115438601346
1390,0.28310837254222865
1391,0.2816958991608526
1392,0.2834156429366158
1393,0.2801433372069532
1394,0.29398491897858364
1395,0.28651691187258227
1396,0.27972847337438295
1397,0.2862797319139564
1398,0.27621125234141164
1399,0.27815835314547327
1400,0.28151424562302346
1401,0.28621548724496765
1402,0.28359866035227044
1403,0.28251229269935685
1404,0.2846788668704606
1405,0.2829617166048367
1406,0.2771328223121336
1407,0.2864024480952706
1408,0.28595780329058423
1409,0.2812166285278448
1410,0.2853307153249058
1411,0.2927603862915199
1412,0.287327282812534
1413,0.2860322847299048
1414,0.29350723129441314
1415,0.2826261955149585
1416,0.28184156134171906
1417,0.2845028406046372
1418,0.2886429957699361
1419,0.2763067077686194
1420,0.2754272198755341
1421,0.27837606356013683
1422,0.28695186965689934
1423,0.28153201226296704
1424,0.28644416388773347
1425,0.2893004802340633
1426,0.29328847990969464
1427,0.2933123758815372
1428,0.2870997556081401
1429,0.28493013957481145
1430,0.2886317586919719
1431,0.29059366056946045
1432,0.28992066830031055
1433,0.29669657879870215
1434,0.2876855810945926
1435,0.288899893338111
1436,0.28736376665963015
1437,0.29020450229563566
1438,0.2775461832745585
1439,0.28929725871905176
1440,0.2813551118302366
1441,0.29454970644450784
1442,0.29320757857082164
1443,0.2874471267641321
1444,0.27518379257741477
1445,0.2838693042391043
1446,0.28925470807301973
1447,0.2908364160435297
1448,0.2909396202002044
1449,0.28958162239471524
1450,0.28605369142885884
1451,0.2852623421005394
1452,0.29187282623159755
1453,0.28909850815804855
1454,0.2869318423960125
1455,0.29173271084374475
1456,0.2824495144561513
1457,0.2918001723566545
1458,0.28745814542915554
1459,0.28770620106891326
1460,0.28410986086755113
1461,0.28825641746353564
1462,0.2847847102280748
1463,0.2886532198524147
1464,0.2940663702961962
1465,0.2844929375174808
1466,0.28865171954997754
1467,0.29646869342608845
1468,0.29252379443925997
1469,0.2874861159335989
1470,0.27973919951360543
1471,0.28432730433415715
1472,0.28923954238748584
1473,0.28212488623071624
1474,0.2892182820169419
1475,0.2794280539884062
1476,0.2906272758230886
1477,0.27841206497920856
1478,0.29967905421006286
1479,0.2810508043400188
1480,0.295354728790582
1481,0.29088652246998314
1482,0.28357943907940414
1483,0.28532709314781235
1484,0.27633242756456283
1485,0.2905005721719821
1486,0.28883390744623033
1487,0.2860507465598336
1488,0.28054606338805493
1489,0.29057158351550993
1490,0.2896554552652359
1491,0.28671663178042545
1492,0.29953707780950506
1493,0.2895833171975616
1494,0.29191441380113337
1495,0.28695927654222375
1496,0.28450953360686404
1497,0.28294988197685705
1498,0.2928126795023235
1499,0.2899099240130897
1500,0.29568777135352264
1501,0.28785358651618775
1502,0.29176927122857266
1503,0.2913850742264179
1504,0.2856358320750563
1505,0.2912158110474305
1506,0.29307404716723107
1507,0.2832011050049662
1508,0.2940488291378151
1509,0.2847852077326503
1510,0.2888928695087059
1511,0.28962212850554947
1512,0.2883566615513351
1513,0.28390970844486446
1514,0.28427254229117727
1515,0.2977712095998494
1516,0.2982196622991575
1517,0.285668965952478
1518,0.2881752964699273
1519,0.2901688650555903
1520,0.28817253017754185
1521,0.28913531583272456
1522,0.29608086245733606
1523,0.2951628418445475
1524,0.2899005760332702
1525,0.2942988316183426
1526,0.2938196813804349
1527,0.2885310780687585
1528,0.28908069386547625
1529,0.2828448215493403
1530,0.2890855887520149
1531,0.29131145846815565
1532,0.2827076270084269
1533,0.2866065411073763
1534,0.2785569957737145
1535,0.2849007997743923
1536,0.28481806161523227
1537,0.2935683391443476
1538,0.28124404435087963
1539,0.28819475146788953
1540,0.2937944852685444
1541,0.29601679813433085
1542,0.300573227832829
1543,0.2961451184232936
1544,0.2949420779037071
1545,0.2860401060814138
1546,0.27907274614316885
1547,0.29445335806063394
1548,0.28929472114840454
1549,0.29795992355883033
1550,0.2900138779029297
1551,0.2976987552609679
1552,0.2742223514349746
1553,0.2820239498537779
1554,0.3039998836636265
1555,0.2901196658846612
1556,0.2961271282445049
1557,0.2930106049636328
1558,0.28750382892675824
1559,0.2961416858732897
1560,0.28877916828802186
1561,0.29573336150223994
1562,0.2890769849110371
1563,0.28952925021262527
1564,0.30758471486692246
1565,0.289986109627794
1566,0.29156042427567214
1567,0.28752920705894014
1568,0.2903224742254302
1569,0.2825959136445872
1570,0.28380713514536965
1571,0.28692520506375796
1572,0.2909393879627784
1573,0.28800302830163904
1574,0.29013274946178536
