aval,lambda,lambda_sem
0.6,-0.49111516560882545,0.000400507242212067
0.61,-0.47413793915680363,0.00040954423105113197
0.62,-0.45710448536975035,0.00040574605217637337
0.63,-0.4409587073399633,0.0004057108748413675
0.64,-0.42431347560533567,0.0004188297709008389
0.65,-0.40895906135469057,0.0004065187747458386
0.66,-0.3937704617732622,0.00041069972258378186
0.67,-0.37714790337188114,0.0003972810303965669
0.68,-0.36211402166958684,0.00040760295887407044
0.69,-0.34625741000815546,0.0004272859678197735
0.7,-0.332859614799144,0.0004236772296734824
0.71,-0.3179596284598231,0.00040504383026985206
0.72,-0.3023925270636402,0.0005203492952344244
0.73,-0.2633987408165827,0.003569046233183053
0.74,-0.055705078135503454,0.008661372541357097
0.75,0.219876473223556,0.00712843898528099
0.76,0.34574448755093734,0.002862161278208765
0.77,0.3723133423773881,0.0012381007548221733
0.78,0.38919787314166676,0.0009137017736106834
0.79,0.39946166549855755,0.0007791384080943446
0.8,0.4068266702153879,0.0007631176868282941
0.81,0.41304264244192435,0.0007242176721756643
0.82,0.41748801303680405,0.0007153477708979905
0.83,0.4241839861693838,0.0006174143766611082
0.84,0.427731636718514,0.0006459643676510659
0.85,0.43220119914655747,0.0006226678717818258
