a_val,intercept,slope
0.68,0.3605037746690313,-0.09089235336810332
0.7,0.10702859687815156,-0.04985412258490487
0.73,-0.4476829110061998,-0.011125470388954357
0.76,-0.3196268486747488,-0.0004014961789552623
0.71,-0.14448677983616667,-0.0322831418458169
0.65,0.7252052017012109,-0.1718145284494911
0.77,-0.20439177194833016,-6.094305693974277e-5
0.6,0.8580583060928305,-0.303638259007271
