t_step,value
12,0.2306653500342617
13,0.2194381682043436
14,0.22800378430839
15,0.226650284759873
16,0.229256755419662
17,0.2302162227731167
18,0.2404212169760401
19,0.2335355577793844
20,0.228663779255521
21,0.2349651657814411
22,0.2345305667960467
23,0.2330146077955948
24,0.2394787113961703
25,0.2331381193187595
26,0.2397625281258494
27,0.2351529761094053
28,0.2347735213412107
29,0.2378137308491391
30,0.2453676211158646
31,0.2345753242815314
32,0.238411933551939
33,0.2430940333054759
34,0.2366192942380683
35,0.241561701138668
36,0.2309532340025866
37,0.2459562851619544
38,0.2463685154016457
39,0.249174835052349
40,0.2398164655272168
41,0.2527851882795882
42,0.257630757290956
43,0.2500858250413479
44,0.2586987931741184
45,0.2614141312513728
46,0.266823536754699
47,0.2492456419059026
48,0.2637416613344973
49,0.2600133386388147
50,0.2717015202359829
51,0.2653802711551937
52,0.2789558878674461
53,0.2546829801354087
54,0.2700044265664397
55,0.2768594121134486
56,0.2775677200998987
57,0.2589717227427184
58,0.2633827333570453
59,0.2829487813393233
60,0.2713170387075564
61,0.2739970627280609
62,0.2799285335815509
63,0.2706863832163969
64,0.2774575507464765
65,0.2860772680368338
66,0.2889618571047107
67,0.2899835110952072
68,0.2804314326000241
69,0.2781370646668509
70,0.2803633485154079
71,0.290568136319085
72,0.2782317027313441
73,0.2966695761918355
74,0.2889069521241381
75,0.2885529811214098
76,0.3009612996563419
77,0.2834788053799942
78,0.2876516425902543
79,0.3022790343722971
80,0.292309925009203
81,0.2999681896047034
82,0.3004067218394187
83,0.290979808718533
84,0.3018207427090169
85,0.2892571190549357
86,0.302764043167316
87,0.3007126082488421
88,0.3134432676860555
89,0.3067801217200928
90,0.2919317804770379
91,0.3081241644260547
92,0.3113916157385919
93,0.3103876504694356
94,0.309097846517975
95,0.3021497162422254
96,0.3213990863474049
97,0.3096255463279904
98,0.3153678876434925
99,0.3077398326304622
100,0.3127050550365946
101,0.3117213737923254
102,0.3185140900098007
103,0.3021768788284666
104,0.3225656262249045
105,0.3113996019256884
106,0.3183467267716011
107,0.3180476485079542
108,0.3132465638078829
109,0.3191732657755065
110,0.3030863888225902
111,0.3225825141043946
112,0.30930098099658
113,0.3213569690534115
114,0.3260498962395739
115,0.3257571580513009
116,0.3276030980992832
117,0.3151993465128394
118,0.3176148077450794
119,0.3204484391389602
120,0.3315776694030098
121,0.3247308817938171
122,0.3208998973744437
123,0.3198359940988101
124,0.3207387074866869
125,0.3294343838992496
126,0.3339217996328602
127,0.3231413360436367
128,0.3241447348921383
129,0.326507343883913
130,0.3293048473971015
131,0.3247603526384281
132,0.334675236694989
133,0.3216168422220856
134,0.3457390870915089
135,0.312284103761476
136,0.3370161866178912
137,0.321661456703497
138,0.3422736845407678
139,0.3263937901133912
140,0.3272278885853321
141,0.3362915563850332
142,0.3247109166382158
143,0.3390690707394955
144,0.3279062533079369
145,0.340087163127998
146,0.3394085336560207
147,0.3388720926480169
148,0.339254560885059
149,0.3386964324506218
150,0.3312146501746756
151,0.3270018703160732
152,0.3280226744847241
153,0.3309427832711924
154,0.329737666979146
155,0.3375495396846994
156,0.3430683875703507
157,0.3499688459727162
158,0.3419105941677403
159,0.3390649731738348
160,0.340713476518407
161,0.348961812315707
162,0.3432854042396415
163,0.3371495730805571
164,0.3405700154311327
165,0.3477273627769421
166,0.3481569925038699
167,0.3488356396476094
168,0.3367711672027153
169,0.3387741534175991
170,0.3409063589844285
171,0.3487518277311645
172,0.348174708534858
173,0.3517978054458091
174,0.3440328098884364
175,0.3505063268921706
176,0.3473338212783415
177,0.3564902013464894
178,0.3509481257353822
179,0.3461701204046271
180,0.3498092552723496
181,0.3439968860452698
182,0.3473141924659726
183,0.3520838318356218
184,0.3504122003139529
185,0.3447741563521859
186,0.3488799414301858
187,0.3556900461947273
188,0.3545395678884801
189,0.3494485268135897
190,0.3495276227027356
191,0.3433852080888172
192,0.35130065903995
193,0.3457045154168391
194,0.3449236176052958
195,0.3541919780285737
196,0.3506916635400746
197,0.3508126083405949
198,0.3575300267879727
199,0.3424399502108491
200,0.3568166615475196
201,0.3579506319389892
202,0.3397704610627504
203,0.3573820369333235
204,0.3549735426993046
205,0.361636547066237
206,0.3509796434115576
207,0.3480895502811227
208,0.351937376990232
209,0.358647559353364
210,0.353361251203461
211,0.3453192531419296
212,0.3588110517907323
213,0.344300856192054
214,0.3562601202715136
215,0.3488957073503384
216,0.3508287167639888
217,0.3428400885919391
218,0.3543254510944964
219,0.3487703330352381
220,0.34902588600927
221,0.3560907631940139
222,0.3441754274471008
223,0.3598117987458631
224,0.3416893887299124
225,0.3517504853767482
226,0.3496481371518521
227,0.3432788280294057
228,0.348209889511008
229,0.361476715806549
230,0.354504665719365
231,0.3578463848928118
232,0.3533128961356024
233,0.3474512154221849
