N_val: 2
N_val: 2 | a_val: 0.6
      From worker 28:	N_val: 2 | a_val: 0.6 | IC: 267 / 500
      From worker 6:	N_val: 2 | a_val: 0.6 | IC: 47 / 500
      From worker 25:	N_val: 2 | a_val: 0.6 | IC: 237 / 500
      From worker 29:	N_val: 2 | a_val: 0.6 | IC: 277 / 500
      From worker 41:	N_val: 2 | a_val: 0.6 | IC: 397 / 500
      From worker 30:	N_val: 2 | a_val: 0.6 | IC: 287 / 500
      From worker 15:	N_val: 2 | a_val: 0.6 | IC: 137 / 500
      From worker 27:	N_val: 2 | a_val: 0.6 | IC: 257 / 500
      From worker 36:	N_val: 2 | a_val: 0.6 | IC: 347 / 500
      From worker 7:	N_val: 2 | a_val: 0.6 | IC: 57 / 500
      From worker 2:	N_val: 2 | a_val: 0.6 | IC: 7 / 500
      From worker 5:	N_val: 2 | a_val: 0.6 | IC: 37 / 500
      From worker 45:	N_val: 2 | a_val: 0.6 | IC: 437 / 500
      From worker 11:	N_val: 2 | a_val: 0.6 | IC: 97 / 500
      From worker 13:	N_val: 2 | a_val: 0.6 | IC: 117 / 500
      From worker 51:	N_val: 2 | a_val: 0.6 | IC: 497 / 500
      From worker 37:	N_val: 2 | a_val: 0.6 | IC: 357 / 500
      From worker 4:	N_val: 2 | a_val: 0.6 | IC: 27 / 500
      From worker 10:	N_val: 2 | a_val: 0.6 | IC: 87 / 500
      From worker 34:	N_val: 2 | a_val: 0.6 | IC: 327 / 500
      From worker 31:	N_val: 2 | a_val: 0.6 | IC: 298 / 500
      From worker 24:	N_val: 2 | a_val: 0.6 | IC: 228 / 500
      From worker 21:	N_val: 2 | a_val: 0.6 | IC: 197 / 500
      From worker 22:	N_val: 2 | a_val: 0.6 | IC: 208 / 500
      From worker 35:	N_val: 2 | a_val: 0.6 | IC: 337 / 500
      From worker 17:	N_val: 2 | a_val: 0.6 | IC: 157 / 500
      From worker 40:	N_val: 2 | a_val: 0.6 | IC: 387 / 500
      From worker 12:	N_val: 2 | a_val: 0.6 | IC: 108 / 500
      From worker 26:	N_val: 2 | a_val: 0.6 | IC: 247 / 500
      From worker 32:	N_val: 2 | a_val: 0.6 | IC: 307 / 500
      From worker 46:	N_val: 2 | a_val: 0.6 | IC: 447 / 500
      From worker 50:	N_val: 2 | a_val: 0.6 | IC: 487 / 500
      From worker 20:	N_val: 2 | a_val: 0.6 | IC: 187 / 500
      From worker 47:	N_val: 2 | a_val: 0.6 | IC: 458 / 500
      From worker 16:	N_val: 2 | a_val: 0.6 | IC: 147 / 500
      From worker 48:	N_val: 2 | a_val: 0.6 | IC: 467 / 500
      From worker 19:	N_val: 2 | a_val: 0.6 | IC: 178 / 500
