aval,lambda,lambda_sem
0.6,-0.48354370023354354,0.00026284889096808467
0.61,-0.4672091037585114,0.0002701912132023621
0.62,-0.4503629115423076,0.0002707603680896075
0.63,-0.4340553862723712,0.0002668689007317259
0.64,-0.41823493972953546,0.0002644449772057478
0.65,-0.4027137299021082,0.0002727924048805625
0.66,-0.3872092669041525,0.000272901934259768
0.67,-0.3715326642310507,0.0002746220069208791
0.68,-0.35695512319961287,0.0002766844227773345
0.69,-0.3415140443465878,0.00027478143524855365
0.7,-0.32658950615725596,0.00027204347723437124
0.71,-0.31333999152861663,0.0002665123768385079
0.72,-0.2987042613647526,0.00027334848188011613
0.73,-0.28421940883179075,0.00027446231465505115
0.74,-0.2705515132343364,0.0002775223946555517
0.75,-0.2425235590494014,0.002790310853090316
0.7525,-0.19831246610674008,0.0053339919319767065
0.755,-0.1393675728270205,0.0071861862028333645
0.7575,-0.060570092905590234,0.008656514478651609
0.76,0.014216526068049495,0.00925146322102048
0.7625,0.11151555216143651,0.009188454854433165
0.765,0.2022880503213232,0.008240498274196892
0.7675,0.239417718614142,0.007636790908992865
0.77,0.2972735269783399,0.006114661409095909
0.78,0.3694401018247048,0.002605725850126655
0.79,0.3896658248794686,0.0011530937539159958
0.8,0.39949103821826076,0.00048023626974807575
0.81,0.40595821846388075,0.00045202590978654666
0.82,0.4116450983853627,0.00042437414644623875
0.83,0.4161161320251397,0.0004222442328074905
0.84,0.42073415784014573,0.00041389311204393037
0.85,0.42397981429329,0.00038772622267002285
