aval,lambda,lambda_sem
0.6,-0.48367335030863223,4.514909479477494e-5
0.61,-0.46688294811699366,4.591055436789583e-5
0.62,-0.45047683128291965,4.3438663159387484e-5
0.63,-0.43422966811452013,4.4569954767861444e-5
0.64,-0.4181264808160083,4.470053532264313e-5
0.65,-0.40248095795022976,4.52634073302683e-5
0.66,-0.3869091032392518,4.5137127648323964e-5
0.67,-0.37160701544618324,4.538094233156417e-5
0.68,-0.3565789826349255,4.3879838454813274e-5
0.69,-0.34171533966248,4.5932615403163196e-5
0.7,-0.32708923564642123,4.589608824400285e-5
0.71,-0.3126763491225062,4.6781901627293034e-5
0.72,-0.29831132567103186,4.5140725739355864e-5
0.73,-0.28430287000871096,4.6221717095991294e-5
0.74,-0.2703740943799131,5.270664875896705e-5
0.75,-0.23022041748833352,0.0023378141481137653
0.7525,-0.18334492499577323,0.004194845938479163
0.755,-0.10643050615279831,0.006033919365664115
0.7575,-0.003432204773830604,0.007407988330002626
0.76,0.125128942871584,0.007729796519799514
0.7625,0.20810978615983666,0.00704069369189478
0.765,0.27901907047309293,0.005640941384879651
0.7675,0.322256285637134,0.0043227333767916
0.77,0.3467782032494539,0.003136394491722135
0.78,0.3813210246812502,0.0007275869939545167
0.79,0.392736817147288,7.388260580080237e-5
0.8,0.4007775755466394,6.678974118468291e-5
0.81,0.40750347400813774,6.24613514073436e-5
0.82,0.413125585656922,5.959029162142924e-5
0.83,0.41791031884418556,5.4154284325743854e-5
0.84,0.42197168422347603,5.1661666300584306e-5
0.85,0.4254290022362492,5.1620467267843495e-5
