aval,lambda,lambda_sem
0.6,-0.49883188181674154,0.0005642961566559827
0.61,-0.4817460616908679,0.0005909544521032259
0.62,-0.46517689732782397,0.0005879717315657426
0.63,-0.44802438381225546,0.0005803958660554743
0.64,-0.4314959155626648,0.0006096114300218163
0.65,-0.41431933896758694,0.0005857679501342494
0.66,-0.3997049805067932,0.0005868240515916805
0.67,-0.3828883136244331,0.0005882562231531794
0.68,-0.36709506774884026,0.0005965883128795785
0.69,-0.3525868395733626,0.0006059719597742748
0.7,-0.3362432565932185,0.0005876084160555182
0.71,-0.31860211465511606,0.0012979195348383791
0.72,-0.2782683847848112,0.0035701543872612993
0.73,-0.15158951431427586,0.007657078930921187
0.74,0.06667875331373328,0.009018457113515494
0.75,0.2717870754204218,0.005890979062852589
0.76,0.34349935542525667,0.0033349884801628306
0.77,0.3754525377416292,0.0019157992139417915
0.78,0.3929630013206554,0.0012984901056491195
0.79,0.40267535405329896,0.0012294815475633605
0.8,0.41021550832045317,0.0011436286246818625
0.81,0.41661232732105213,0.0010837728456494777
0.82,0.4245696121882601,0.0010033778524860318
0.83,0.4295744256757939,0.0010214636518916036
0.84,0.4314673966900967,0.0009805794179496936
0.85,0.43586838711932496,0.0009440249492588043
