aval,lambda,lambda_sem
0.6,-0.48380366324172436,0.00012641863450575506
0.61,-0.4669281027813159,0.00013055123127368612
0.62,-0.4502663222870264,0.00012584180402836542
0.63,-0.4342959178581043,0.00013347233417933295
0.64,-0.41797093524787193,0.00013237006213605377
0.65,-0.40256337950131493,0.00012819928231131995
0.66,-0.3866514778440873,0.00013063123976598127
0.67,-0.3714376135757852,0.00013031362302814815
0.68,-0.3564998091914191,0.00012478222831305066
0.69,-0.3412493357332197,0.00013078031246545224
0.7,-0.32728007811592824,0.00013049014545073176
0.71,-0.31272887945905486,0.00013100512019988868
0.72,-0.2983225477709682,0.00013391716769540007
0.73,-0.2842502202947488,0.00013176643813548036
0.74,-0.27040643969282735,0.00013930624345514708
0.75,-0.2557054523399454,0.0006777812704300616
0.7525,-0.2420427454308343,0.002449950816476683
0.755,-0.20199355527132234,0.0049853428167975535
0.7575,-0.11962631160422567,0.007527960607477101
0.76,0.030920554369396946,0.00928039526358298
0.7625,0.13754980580693169,0.009028565838065924
0.765,0.23520922181323897,0.007624781472578201
0.7675,0.2956510094758285,0.005940232651856218
0.77,0.3332095097765959,0.004494359554133758
0.78,0.3807831865579822,0.001066654155375224
0.79,0.39265903384057477,0.00022252594310560755
0.8,0.4003605181730143,0.00021366690078476706
0.81,0.4074862511274816,0.0001926916332792533
0.82,0.41305522000521,0.00018786088619233643
0.83,0.4179913407095466,0.00017264554073872972
0.84,0.42216602282967686,0.00016848605762636207
0.85,0.42554846902675564,0.00016130605175904386
