aval,lambda,lambda_sem
0.3,-1.2707045814373548,9.707197842135607e-6
0.32,-1.2020975730490762,1.6410004822391056e-5
0.34,-1.1376615309061746,1.681157040700874e-5
0.36,-1.0768692372104138,1.4710199493606848e-5
0.38,-1.0193262431401091,1.764896839625079e-5
0.4,-0.964667165037071,2.0450110852656646e-5
0.42,-0.9122205889692447,0.0001819089217367728
0.44,-0.6342716487646982,0.10896557877475187
0.46,-0.008224155282957538,0.014637237492120255
0.48,0.005876219238475466,0.007098434809263412
0.5,-0.000818256009867392,0.0001809981921373695
0.52,0.0003099943898184029,0.0008883978649814945
0.54,0.009611822194741552,0.007157638214585101
0.56,0.09063471051121774,0.05742743941157618
0.58,0.058898784268445116,0.04218567826232727
0.6,0.042405217208403345,0.0355172715770206
0.62,0.03267962949225666,0.07093898269896434
0.64,0.15559549012497262,0.04763791798287201
0.66,0.083743882990257,0.04113446768123465
0.68,0.060329440406476365,0.10591883902765635
0.7,0.16954934542419106,0.04936928380139111
0.72,0.15629792710454243,0.04446724862964401
0.74,0.15942990266430573,0.057923072942836135
0.76,0.19476533862834258,0.06360479729287631
0.78,0.2312289022974437,0.05820278490320142
0.8,0.21430703326459044,0.054774882366984724
0.82,0.17028475217315517,0.05267104194166358
0.84,0.2214154472912242,0.03280573096569708
0.86,0.20500414601446945,0.03152260522370211
0.88,0.12228872843073228,0.01700442431302102
0.9,0.13411039974909184,0.014611216503771786
0.92,0.10480755277886152,0.006655420781545947
0.94,0.07924159929487663,0.008738883257576713
0.96,0.05815145100851864,0.005729152762992795
0.98,0.05534966828694091,0.005079976238478284
1.0,0.06243101281217376,0.006079848259722836
