a_val,lambda_L=256,SEM_L=256
0.7525,-0.24162176062177654,0.002501240244434305
0.755,-0.19987553607137923,0.0050509475584056725
0.7575,-0.11479453963239732,0.007582303281739741
0.7625,0.1404137781065051,0.008980793516551292
0.765,0.23781836168097026,0.007563041321786629
0.7675,0.2982654245265835,0.005855423997389057
