a_val,lambda_L=32,SEM_L=32
0.7525,-0.028758979741474004,0.009131730935144678
0.755,0.02011361911159464,0.009397467360875713
0.7575,0.05539032314998464,0.009423022253609624
0.7625,0.13180379388122124,0.009159627331648131
0.765,0.1804030214884123,0.008752279863438897
0.7675,0.21658948449699875,0.008189577505143321
