a_val,lambda_L=32,SEM_L=32,lambda_L=64,SEM_L=64
0.6,-0.4818273578311068,NaN,-0.49748276880622033,NaN
0.7,-0.31969572631892135,NaN,-0.332197453559277,NaN
0.8,0.0013136325104492047,NaN,0.422146165014463,NaN
