aval,lambda,lambda_sem
0.6,0.4265605850180855,0.0014959241712249305
0.62,0.4398452667183814,0.0015264724470308254
0.64,0.44697500898684084,0.0014748086956783656
0.6599999999999999,0.45238136363806214,0.0014762071152664754
0.6799999999999999,0.45965517707834763,0.001373185709816844
0.7,0.46524576997988065,0.0015116857296471995
0.72,0.46879201798839465,0.0014337279346245302
0.74,0.47309231102436367,0.0013119535463136166
0.76,0.47683206489281316,0.0013553754763688899
0.78,0.4784287876384813,0.001394334537774496
0.8,0.48083362137648145,0.0014477672521473156
0.82,0.4753008804003634,0.0015110724087366572
0.84,0.465727771270953,0.001652011609645307
0.86,0.4353885438897967,0.0026233687115153883
0.88,0.3675094442874884,0.003572174688767997
0.8999999999999999,0.271234046270565,0.003900614379994795
0.9199999999999999,0.16757279111352144,0.002704607237430638
0.94,0.1033604292908451,0.001615871654089546
0.96,0.07506181182289691,0.001125718673199382
0.98,0.0590119068610133,0.0007568108789888842
1.0,0.05932227037262364,0.0008961813846296099
