a_val,lambda_L=32,SEM_L=32,lambda_L=64,SEM_L=64
0.6,-0.5048752754584961,0.010051661945609162,-0.4914109699736481,0.004302658348902483
0.7,-0.325998007663054,0.007605145313727836,-0.3328704466047892,0.0036584575559455777
0.8,0.40131473605532947,0.015109237830586769,0.4073711072889111,0.005178421995310772
