aval,lambda,lambda_sem
0.6,-0.4834889722854394,0.0002773174689279178
0.61,-0.46609348116487886,0.0002771238030227046
0.62,-0.44938388194187473,0.0002799845600951334
0.63,-0.4335460765831702,0.00027557770749374837
0.64,-0.4174615535557083,0.00028199219808292843
0.65,-0.40143293245798145,0.0002780241278298593
0.66,-0.38594383650858743,0.00027966792020705426
0.67,-0.37017354455144147,0.00026812987343681575
0.68,-0.3549517749586436,0.00028196062362009143
0.69,-0.340432670547515,0.0002966260610588363
0.7,-0.3258922153839951,0.00029222479419718404
0.71,-0.31008175852323516,0.0004842940759996607
0.72,-0.28437063008441366,0.001943503299472601
0.73,-0.24271343024695072,0.0037487207732525385
0.74,-0.16114730572908834,0.0061521975526696105
0.75,-0.0032278817197620296,0.0082261220433597
0.7525,0.026954715570488473,0.008405398364735611
0.755,0.07170522467750994,0.00844282024482758
0.7575,0.10438013538334137,0.00834622591048081
0.76,0.14376102879821887,0.008087676397419615
0.7625,0.1732652144260603,0.007771052386055741
0.765,0.21298395326841196,0.007281161232137092
0.7675,0.23932877641154146,0.006862006558021433
0.77,0.2419723574464195,0.006926236301090915
0.78,0.339596352325839,0.004097063870352658
0.79,0.3734161437300671,0.002228392800482837
0.8,0.38815196537327495,0.001435201320552907
0.81,0.3981542915487447,0.0006556753735357354
0.82,0.40404587356905847,0.0005722886101319211
0.83,0.4098646235948137,0.0005253527627708366
0.84,0.4132947932677114,0.0005400150921222118
0.85,0.4174969458289976,0.00050692319461353
