aval,lambda,lambda_sem
0.6,-0.5044749659007126,0.004508870663988155
0.62,-0.4674451192194641,0.005601706503829248
0.64,-0.43517300182243945,0.005259453781992545
0.66,-0.4062172043194803,0.0024926970663758812
0.68,-0.3603556706220337,0.006688190507468661
0.7,-0.34088468248637244,0.006020913859333074
0.72,-0.30856915120253126,0.005244096594192471
0.74,-0.014746668045299149,0.10692115980316347
0.76,0.375077776350317,0.008621668823236284
0.78,0.38112153391714454,0.008829371106694692
0.8,0.41434600576785846,0.006754006541303299
0.82,0.4363017172356177,0.008934025046705972
0.84,0.43242896334343317,0.010921063646259289
0.86,0.4468261729505077,0.008391903010094067
0.88,0.43427640632262604,0.007104840665332425
0.9,0.466850756429759,0.013183202812950576
0.92,0.44841408465255866,0.011315435165030183
0.94,0.44399333156640647,0.010578496207276586
0.96,0.4592278957509134,0.011174922469301421
0.98,0.4411812715651367,0.005241191533554259
1.0,0.4542772567704896,0.013260846214621463
