aval,lambda,lambda_sem
0.3,-1.0455276741201471,3.7989953685165517e-6
0.32,-0.9801860881383755,7.3316319453021176e-6
0.34,-0.9187952475950535,1.408274195080352e-6
0.36,-0.8609599762874472,3.853731333894767e-5
0.38,-0.8061809719533979,2.604203316758738e-6
0.4,-0.7542482864270575,3.76850398091179e-6
0.42,-0.7048514866263851,7.002549316400349e-6
0.44,-0.6577470099880031,2.9370128864579983e-6
0.46,-0.6127423448792715,7.460164571538248e-6
0.48,-0.5696484999125444,4.180463583424988e-6
0.5,-0.5283119317447968,2.753124847756247e-6
0.52,-0.488636644070269,3.3480611880212816e-5
0.54,-0.4504293376180321,2.9635453908453728e-5
0.56,-0.4135752761345549,7.539479584601452e-6
0.58,-0.3780339232778406,1.2614681460911566e-6
0.6,-0.3437188578580147,6.639381346506707e-6
0.62,-0.31056460524678464,3.742045601451773e-5
0.64,-0.2783718929257707,6.119707718680515e-6
0.66,-0.2472070633589966,1.7639839423418023e-6
0.68,-0.21698152940884055,1.618478486566074e-6
0.7,-0.18763210446098286,2.186790502970287e-6
0.72,-0.15910961227051748,2.019645566546002e-6
0.74,-0.13136792135794803,2.6891377144835614e-6
0.76,-0.1043953187787952,1.7086762290717093e-5
0.78,-0.07808204580603696,4.8516977571710014e-6
0.8,-0.052460007036784204,1.0038675934036935e-5
0.82,-0.027470718787982774,1.996054495914615e-5
0.84,-0.00305685971346085,2.7730627196878388e-5
0.86,0.06212982147317049,0.009363370260017602
0.88,0.08124364021085154,0.00453965945157681
0.9,0.09625544491223104,0.006066657527260358
0.92,0.07776667269016023,0.005370078173459381
0.94,0.08205339500447444,0.010543730924708629
0.96,0.09154659407301206,0.006874816323028024
0.98,0.10130245565108047,0.008610495614381972
1.0,0.06132068711106896,0.0022164255825902024
