a,xi_tau
0.74,234.05495090041072
0.72,51.39954478651623
0.7625,4376.00857289279
0.7,19.930283003354976
0.68,10.902821973417588
0.76,2601.9586688024924
0.7525,931.6247898021138
0.67,9.020007132866828
0.71,30.058438239999326
0.7575,1885.422132164074
0.69,15.728886785734767
0.73,89.48845005529921
0.755,1341.4442613877754
0.75,603.3445332940379
