a,xi_tau
0.74,90.63272560443501
0.72,39.46398787837033
0.7625,401.17585922296695
0.7,17.010787468401084
0.68,11.55166955770852
0.76,338.6104550433365
0.7525,202.9953122301324
0.67,8.56589467127534
0.71,22.416176159363662
0.7575,288.1058391479488
0.69,14.63600210618669
0.73,58.45131968484085
0.755,255.55898753034958
0.75,179.21201056855475
