a,xi_tau
0.74,158.02159778470173
0.72,44.641095173965816
0.7625,1245.7459988147234
0.7,19.057477280587165
0.68,10.562976971066023
0.76,926.0428039563669
0.7525,438.59718792604286
0.67,9.074617246389597
0.71,26.01102238723517
0.7575,774.606573777403
0.69,14.613181112488855
0.73,78.67903936631308
0.755,584.4647368868777
0.75,346.32049040258636
