a_val,intercept,slope
0.68,0.42124893261819724,-0.08970602826807908
0.7,0.3688176530313451,-0.05863962469071449
0.73,-0.10673101920044654,-0.017108253592764418
0.76,-0.11340013218830378,-0.002953246082942172
0.71,0.29891697784521076,-0.04351160027613059
0.65,0.8032842670911958,-0.18163086849338145
0.77,-0.09376336950882397,-0.0015978559375156196
0.6,0.8438757919927425,-0.30301607244468887
