a_val,intercept,slope
0.68,0.6208718169902615,-0.09755771672118073
0.7,-0.5546642136403599,-0.041716976044976956
0.73,-0.46214047150320564,-0.01007273601302039
0.76,-0.3288905283805155,-0.0002352011166466983
0.71,-0.33471610781374506,-0.030515773563861814
0.65,0.8294604584063943,-0.17814749149135264
0.77,-0.19149985697594063,-5.9401293010351336e-5
0.6,1.1888121111449248,-0.33650678578261634
