aval,lambda,lambda_sem
0.3,-0.02248423052191976,0.024034466221852
0.32,-0.00270578760195608,0.003986490163744536
0.34,-0.01839614879980823,0.011585268743782743
0.36,0.008484978918118915,0.011433891462324073
0.38,0.04647412774522653,0.011199685819223499
0.4,0.12611632594136526,0.013474623038322349
0.42,0.16719046573759105,0.010541718779383836
0.44,0.20635211761479458,0.01680542269075466
0.46,0.25069293000551685,0.012258010663770472
0.48,0.2813606696511738,0.010476619385203589
0.5,0.3117037391262963,0.017605274073235238
0.52,0.35956703789280725,0.008932161297592655
0.54,0.35985306357885716,0.013971919810719057
0.56,0.4048063174321239,0.00748443405691767
0.58,0.4064783820234393,0.009384137603444942
0.6,0.42926512505987535,0.015136136482655733
0.62,0.4320056785890093,0.011789732535123993
0.64,0.47040876707402324,0.0051981718826204365
0.66,0.4622833397714932,0.009614071627843923
0.68,0.4930754178023191,0.00782699723829109
0.7,0.48306544186911077,0.011787466311762904
0.72,0.45938607394234376,0.01640011892852593
0.74,0.4843193509550054,0.010099832830254294
0.76,0.4883232621909553,0.009342734667199093
0.78,0.48825830140759197,0.008570068618654442
0.8,0.49842788269212585,0.010017805183032772
0.82,0.48876692718242853,0.009949474043238081
0.84,0.4688152385420625,0.02161774578365307
0.86,0.45996861477993845,0.013196802022640688
0.88,0.3496434362038655,0.01960510943515284
0.9,0.211266059000996,0.007972610246062188
0.92,0.1924072510657206,0.010896098328565612
0.94,0.0998518578299424,0.0059363714187308046
0.96,0.07397159709078191,0.004630307660896114
0.98,0.05901878750851106,0.005037689184986325
1.0,0.053488609107047155,0.003300174194148272
