aval,lambda,lambda_sem
0.6,-0.48928290050347834,0.000323294496975998
0.61,-0.47142959087762437,0.0003350864968832544
0.62,-0.4550835310705092,0.0003416937087632302
0.63,-0.43888407718411676,0.00033079942932326347
0.64,-0.422774557066933,0.00034128294897532236
0.65,-0.4067213016315693,0.00032411210024512003
0.66,-0.3910683260288065,0.000332724673755168
0.67,-0.37560718331392534,0.0003421542046648577
0.68,-0.3600975753187499,0.0003510822457634052
0.69,-0.3457165372023046,0.00032658075025276305
0.7,-0.3306806644758954,0.00033499019011603605
0.71,-0.31671523540453245,0.0003392897231433993
0.72,-0.3009424563059456,0.00034254768662054076
0.73,-0.28697664916464816,0.00035131679113554006
0.74,-0.26438840835569366,0.00219204797846475
0.75,-0.1736451083034662,0.006471725168633528
0.76,0.05360287912304919,0.009365508435626375
0.77,0.26181128398655384,0.007208474326624827
0.78,0.355684587426255,0.003931475794606674
0.79,0.38558502279956075,0.002021367799774597
0.8,0.39984720178368244,0.0006748918740243226
0.81,0.4077985703260404,0.0006218204530652676
0.82,0.4131105576353421,0.000579544799518318
0.83,0.4190050414943159,0.0005552700518497795
0.84,0.42283313774256626,0.0005376001660956602
0.85,0.42590258434098144,0.0005317954976249847
