aval,lambda,lambda_sem
0.6,-0.48404245527843603,0.00038967851276785115
0.61,-0.466419066635405,0.0003930701068322443
0.62,-0.45044201787413835,0.0003921263810246767
0.63,-0.43459055633006777,0.0003785253786772111
0.64,-0.4182699261813082,0.00038053752279622696
0.65,-0.4024269277558504,0.00037681703643274836
0.66,-0.38744463824679864,0.0003924267180882168
0.67,-0.3718321677256821,0.0003857782339945262
0.68,-0.35665312502681895,0.000410811846399988
0.69,-0.34211673611310073,0.0003989137644854529
0.7,-0.3271986205994049,0.0003860422376154115
0.71,-0.3136003634060097,0.0003981929082647076
0.72,-0.2977727692173092,0.0003964372005679495
0.73,-0.28405568473416115,0.00042689528970840977
0.74,-0.2625950943389153,0.0021061230861641974
0.75,-0.1749045830409471,0.006351920782867061
0.7525,-0.1248285284883728,0.007552039017460746
0.755,-0.06268371983419142,0.008634084661258312
0.7575,-0.005481087482539833,0.009088105477837607
0.76,0.04988083567246214,0.009323972842848175
0.7625,0.11544994028801492,0.009170712592256151
0.765,0.17701623560503293,0.008490703078713885
0.7675,0.21849296016075237,0.008058814504043483
0.77,0.25710138933509546,0.007244699688878292
0.78,0.3523491589392331,0.003956467071141546
0.79,0.3815056325058423,0.0020550894004221086
0.8,0.39483770917715144,0.0007862791396405581
0.81,0.40358033451784914,0.000720011520753291
0.82,0.4087283722601046,0.0006763442503185873
0.83,0.41450715438235786,0.0006552732698589803
0.84,0.41916276445783374,0.0006373149477724682
0.85,0.42121018997246173,0.0006211208938674873
