aval,lambda,lambda_sem
0.6,-0.4837702391423032,0.00013658164551580564
0.61,-0.46666409705688383,0.0001346667857463117
0.62,-0.4504044805097409,0.00013352557943184824
0.63,-0.43410592737519127,0.00013455530121861232
0.64,-0.4180886966139459,0.00013498266419465036
0.65,-0.402621244925851,0.0001344378261971232
0.66,-0.38696242499044575,0.000134000945132538
0.67,-0.37159200368123174,0.00013909295809813878
0.68,-0.35634205415744347,0.00013844680029472285
0.69,-0.341687761475191,0.0001349520135806632
0.7,-0.3269741569460396,0.00013243762478883756
0.71,-0.3121919824865084,0.00016502321952873125
0.72,-0.295731329405419,0.000400431006871933
0.73,-0.26948965070420494,0.0013415771343496285
0.74,-0.1997660133123148,0.003907535033984727
0.75,-0.06488316817814244,0.006797018896652892
0.7525,-0.0035948163108024396,0.00731573349574498
0.755,0.05280460797107292,0.007639899204472792
0.7575,0.10516342288361609,0.007665375865312412
0.76,0.15077111089758166,0.007311365518950187
0.7625,0.19339307290429272,0.007080747686457299
0.765,0.24052238640545937,0.006409069603716467
0.7675,0.2678770388836951,0.005856071788862398
0.77,0.29512812234921626,0.005217272110864132
0.78,0.3607215517060682,0.0027171864282433764
0.79,0.38397142224298597,0.00132443680969134
0.8,0.3963059848977354,0.0002614509671034931
0.81,0.40385295162809665,0.00024169517978666453
0.82,0.4092558438339166,0.0002181526734911638
0.83,0.4140845577263414,0.00022385280248156736
0.84,0.4184965458670419,0.0002091326255238135
0.85,0.4221206023660954,0.00020178407666305128
