aval,lambda,lambda_sem
0.6,-0.48404735457630954,0.0004686068123547207
0.61,-0.46667668211972835,0.00047842412914560553
0.62,-0.4508638056860617,0.0004707462439271611
0.63,-0.43458857689644015,0.0004846784658265996
0.64,-0.4182966231704964,0.0004764922760513282
0.65,-0.4018228878038428,0.0004727846335963175
0.66,-0.3872112082016961,0.0004768342104062474
0.67,-0.37178606097809436,0.00047805891021592933
0.68,-0.3565656067960558,0.0004975713834939405
0.69,-0.34197816313057267,0.00048733445429622284
0.7,-0.3269769829445753,0.0004775132384720784
0.71,-0.31302590024030513,0.00048611956182563205
0.72,-0.2978377385405117,0.0004751758844541979
0.73,-0.2835708336141347,0.0005026732447017796
0.74,-0.26329127552664505,0.0020755530386070906
0.75,-0.17701316924535423,0.00631633069738893
0.7525,-0.12841775313934917,0.0075409530628563586
0.755,-0.06601020793918896,0.00864556355873406
0.7575,-0.00878719264261483,0.009125696069969
0.76,0.046532905414361954,0.009384224466586811
0.7625,0.11327287022882326,0.009227093936273342
0.765,0.1740354031398683,0.008558290787538909
0.7675,0.2173393147969943,0.008121019572305673
0.77,0.254572661081349,0.007352303395174206
0.78,0.353030972748579,0.0040268495512180294
0.79,0.3819243777882509,0.002137206755384087
0.8,0.3942145081917459,0.0009514214218686563
0.81,0.40397816669556535,0.0008920023156838642
0.82,0.40918935940555756,0.0008380153648405779
0.83,0.4144550583762299,0.0008285621435430553
0.84,0.41891267188184683,0.000785510708940043
0.85,0.42201457252293406,0.0007821471150575442
