aval,lambda,lambda_sem
0.7,-0.3267927348132676,0.0006839460967150043
0.71,-0.31342460248023596,0.0006712891429268025
0.72,-0.29809933030982255,0.0007023050075353922
0.73,-0.2834581319321768,0.000721511812351118
0.74,-0.2639519225042151,0.0020061213032994225
0.75,-0.18188572723372493,0.006218334407632033
0.7525,-0.13141471913972713,0.007542527127932241
0.755,-0.06788498511110214,0.008722125524831996
0.7575,-0.011725512685158243,0.00914930178786497
0.76,0.04470607712955218,0.009442183034920941
0.7625,0.11168286040553285,0.009321983806852115
0.765,0.17126841657626096,0.00867510912259421
0.7675,0.21518582100170297,0.008205812158391598
0.77,0.2506779372728919,0.007464342658039655
0.78,0.35333138808415354,0.004218144875910565
0.79,0.38154922429527255,0.0023910652386279437
0.8,0.3919461575025884,0.0013644455256733323
0.81,0.40594168039319944,0.00121951955317255
0.82,0.4084512493046074,0.001239893496532223
